lat,lon,zipcode,price
43.35962,-8.403579,15006,750
43.49865,-8.225704,15405,500
43.36474,-8.406416,15004,1190
42.87196,-8.549212,15701,900
43.48666,-8.218719,15404,450
43.48263,-8.240801,15401,725
43.33014,-8.387094,15009,500
42.94347,-9.21894,15138,400
43.48877,-8.226894,15403,350
43.49266,-8.196428,15572,400
43.34034,-8.405275,15009,800
42.84598,-8.578436,15895,350
43.33398,-8.388973,15006,650
43.45744,-8.254201,15620,400
43.4838,-8.234946,15401,375
43.31617,-8.366495,15174,550
42.83998,-8.580534,15895,400
43.31829,-8.355409,15679,480
42.87488,-8.545119,15701,280
43.51146,-8.176673,15570,400
43.36731,-8.406153,15004,1500
43.49711,-8.202412,15570,450
43.35907,-8.425845,15010,625
42.87376,-8.543754,15702,600
43.38099,-8.408177,15002,600
43.3053,-8.50908,15142,700
43.32176,-8.81733,15113,390
42.88262,-8.5278,15707,610
42.87518,-8.545976,15701,950
42.87509,-8.546177,15701,950
43.2755,-8.2114,15300,450
43.51274,-8.175115,15570,400
43.29517,-8.346811,15660,620
42.86631,-8.553132,15706,700
43.43006,-8.241557,15624,450
43.37113,-8.3966,15001,1000
42.873,-8.550641,15701,650
43.38332,-8.394684,15002,800
42.87744,-8.539316,15703,650
43.37621,-8.40409,15002,1300
42.87272,-8.55263,15706,500
43.36635,-8.419688,15011,1500
43.31793,-8.370351,15174,600
43.37371,-8.42502,15011,750
43.34715,-8.20373,15630,490
43.31621,-8.38279,15174,530
43.34507,-8.39887,15009,650
42.88281,-8.537047,15703,550
42.73932,-8.661246,15900,330
43.36979,-8.404654,15003,350
42.90998,-8.73509,15839,350
43.36483,-8.41363,15011,1600
42.87335,-8.55047,15701,750
43.36425,-8.409169,15004,1400
43.27789,-8.20973,15300,500
43.37973,-8.40623,15002,750
43.34874,-8.20334,15630,460
42.64709,-8.88093,15930,400
43.48765,-8.23573,15402,400
43.34434,-8.41328,15008,650
43.33155,-8.46757,15140,700
42.87479,-8.550433,15701,650
43.35482,-8.40836,15007,550
43.33253,-8.37484,15179,550
43.2199,-8.686169,15100,450
42.87507,-8.54606,15701,850
43.50742,-8.182862,15570,420
43.37165,-8.4026,15003,950
43.35616,-8.40732,15007,1300
43.36819,-8.42383,15011,900
43.34782,-8.25192,15160,450
43.02507,-8.656208,15873,350
43.32878,-8.409499,15008,595
42.65455,-8.807571,15985,360
43.37513,-8.3981,15002,800
42.5634,-8.991367,15960,450
43.37074,-8.417109,15011,1200
43.48707,-8.20986,15404,430
43.51619,-8.15609,15570,420
43.35629,-8.40361,15006,750
43.38239,-8.39521,15002,850
43.50301,-8.193931,15570,450
43.48149,-8.203058,15406,350
43.50301,-8.193931,15570,550
43.50301,-8.19393,15570,450
43.29612,-8.385143,15189,550
43.35767,-8.11553,15617,600
43.49616,-8.22952,15405,400
42.87968,-8.54196,15704,410
43.3599,-8.409029,15005,750
43.35176,-8.41431,15007,700
42.55169,-8.99237,15960,400
43.32947,-8.36972,15172,650
43.34449,-8.345153,15179,680
43.34507,-8.39887,15009,700
42.84465,-8.644634,15220,900
43.49605,-8.20209,15570,310
43.6057,-8.14415,15552,310
43.35262,-8.39324,15009,750
42.95874,-9.1892,15270,260
43.45606,-8.259959,15620,490
43.3716,-8.42298,15011,2500
43.37899,-8.40675,15002,750
42.87164,-8.5443,15702,850
42.63553,-8.90554,15992,300
43.38326,-8.304838,15178,1500
42.86875,-8.54651,15702,700
42.91043,-8.73699,15839,350
43.65907,-8.05308,15350,380
42.57966,-8.96306,15959,400
43.4743,-8.161,15500,325
43.50341,-8.1926,15570,550
42.86827,-8.57495,15706,1200
42.86827,-8.57495,15706,1200
43.26621,-8.96226,15114,300
43.33276,-8.376728,15179,500
43.36621,-8.41239,15004,1100
43.02716,-8.65626,15873,350
43.36366,-8.417644,15010,870
42.87482,-8.551317,15701,850
43.48829,-8.22652,15403,450
43.49908,-8.22014,15405,295
42.55498,-8.991479,15960,350
42.87204,-8.54908,15701,640
43.35199,-8.40154,15009,750
42.55402,-8.99778,15960,450
43.37347,-8.3985,15002,1200
43.35277,-8.40419,15009,500
42.87257,-8.556813,15706,1500
43.27793,-8.20799,15300,575
42.64476,-8.88727,15930,300
42.86799,-8.548151,15702,750
42.89766,-8.530053,15705,750
42.86697,-8.559897,15706,775
43.30725,-8.51385,15142,700
43.31735,-8.48653,15142,800
43.35372,-8.393456,15006,575
42.58085,-8.96635,15959,550
42.95668,-9.188643,15270,300
42.53635,-8.990138,15966,425
43.60792,-8.143813,15552,650
43.49116,-8.21674,15404,460
43.4909,-8.21741,15404,460
43.4745,-8.1645,15500,440
42.87033,-8.54752,15701,600
43.27615,-8.213971,15300,550
43.49143,-8.21606,15404,450
42.53113,-9.006688,15965,450
42.87551,-8.54169,15702,550
43.37108,-8.39244,15001,420
43.3566,-8.413368,15007,550
42.87115,-8.56008,15706,825
43.49006,-8.21773,15404,500
42.87759,-8.54015,15703,550
43.34,-8.34929,15179,700
43.38167,-8.40962,15002,700
43.3733,-8.39867,15002,900
42.57348,-9.072576,15969,500
43.34721,-8.345131,15179,900
43.0986,-9.215741,15125,800
42.87121,-8.557301,15706,800
42.84046,-8.592551,15895,1000
42.87516,-8.548947,15701,1200
42.88281,-8.537047,15703,600
43.49262,-8.233088,15405,450
42.87238,-8.55697,15706,1500
42.84196,-8.58157,15895,500
43.48397,-8.23635,15401,500
43.37598,-8.400211,15002,700
42.55467,-8.99637,15960,450
43.34138,-8.41427,15008,600
42.86493,-8.556899,15706,675
43.21206,-8.69015,15100,450
43.48405,-8.23177,15402,500
43.32884,-8.466641,15140,500
43.32323,-8.81745,15113,420
43.50095,-8.20212,15570,350
43.35016,-8.34403,15179,670
43.32317,-8.81772,15113,390
43.32317,-8.81772,15113,390
43.32317,-8.81772,15113,420
42.8711,-8.548597,15701,650
43.35922,-8.405591,15005,595
43.29348,-8.345375,15660,615
43.35153,-8.25434,15160,480
43.36354,-8.414749,15004,820
43.36763,-8.423906,15011,750
43.37202,-8.42079,15011,525
43.32352,-8.47525,15141,900
43.35315,-8.415743,15007,795
43.50183,-8.20262,15405,420
43.21735,-8.18753,15380,450
42.87219,-8.550573,15701,975
43.36729,-8.405659,15004,1650
43.36209,-8.416319,15005,600
43.36085,-8.425768,15010,625
43.42908,-8.24188,15624,390
43.32983,-8.37262,15172,550
43.07461,-8.41086,15689,500
42.95696,-9.1872,15270,600
43.35199,-8.40154,15009,750
43.36126,-8.417454,15010,600
43.36471,-8.409622,15004,1100
42.87459,-8.5467,15701,500
43.486,-8.23466,15402,900
42.70779,-9.013634,15979,1000
43.48173,-8.22596,15403,650
43.34614,-8.398179,15009,580
43.36917,-8.43327,15010,800
43.27648,-8.208779,15300,400
43.36027,-8.250958,15160,650
43.24763,-8.587163,15145,390
43.31609,-8.370666,15174,450
43.3761,-8.189839,15608,850
43.35684,-8.40059,15006,650
43.3042,-8.507414,15142,490
42.55686,-8.990932,15960,350
42.52947,-9.0079,15965,350
43.45263,-7.85557,15320,350
43.36589,-8.209937,15630,350
43.31732,-8.482,15141,700
43.35305,-8.41495,15007,575
42.87501,-8.54162,15702,850
43.36918,-8.404109,15003,815
42.63249,-8.907258,15992,370
42.87273,-8.55087,15701,950
43.35274,-8.26242,15160,1400
43.45177,-7.85034,15320,370
42.62153,-8.880031,15939,290
43.48217,-8.22767,15403,700
43.49271,-8.21415,15404,350
43.2244,-9.004496,15117,400
43.39015,-8.31047,15177,450
43.35378,-8.410456,15007,565
43.37043,-8.403811,15003,975
43.36784,-8.40579,15003,650
43.35643,-8.39871,15006,700
43.36097,-8.41596,15010,950
42.87674,-8.54001,15703,475
43.48239,-8.2403,15401,520
43.48753,-8.24112,15401,340
43.48143,-8.227541,15403,685
43.38025,-8.407264,15002,750
42.96853,-8.446657,15888,425
43.21489,-8.69176,15100,390
43.34797,-8.03799,15619,400
43.32354,-8.810482,15113,420
43.37237,-8.396892,15001,750
43.37026,-8.39368,15001,890
42.57898,-8.957682,15993,550
43.35271,-8.39405,15009,770
43.35627,-8.403,15006,1000
43.35615,-8.41611,15007,780
43.49746,-8.17577,15570,1200
43.32321,-8.81139,15113,400
43.42651,-8.24823,15624,1500
43.49071,-8.201686,15570,630
42.87157,-8.55093,15706,960
43.35175,-8.406199,15007,700
43.41555,-8.165408,15621,1400
43.36051,-8.40839,15005,775
42.8743,-8.549712,15706,600
43.36832,-8.423799,15011,850
42.87197,-8.549493,15701,900
43.34073,-8.38805,15006,496
43.3321,-8.373899,15179,580
43.4824,-8.229341,15403,475
42.95383,-9.192617,15270,350
42.84035,-8.581997,15895,450
43.4968,-8.23202,15405,400
42.87077,-8.546906,15701,900
43.37677,-8.402194,15002,750
43.37958,-8.39762,15002,600
43.48375,-8.210541,15406,390
42.87272,-8.55186,15706,700
42.87056,-8.54647,15701,1200
43.37792,-8.403951,15002,650
43.33472,-8.391793,15009,550
43.36444,-8.421082,15011,600
43.31736,-8.48217,15141,800
42.8758,-8.541658,15702,1100
42.59896,-8.93509,15949,400
43.48149,-8.203058,15406,450
43.3484,-8.203475,15630,390
43.33602,-8.3748,15172,770
43.24239,-8.895242,15110,350
43.376,-8.400412,15002,700
43.36786,-8.4113,15004,950
42.875,-8.546175,15701,850
42.875,-8.546175,15701,850
43.35183,-8.38884,15006,650
43.36504,-8.40842,15004,975
43.36756,-8.405627,15003,900
42.72282,-9.006218,15970,350
42.91351,-9.266465,15155,350
43.16773,-8.02356,15310,400
43.7529,-7.870289,15360,360
42.87256,-8.54504,15701,825
42.8754,-8.544702,15701,1200
42.76138,-8.94289,15999,500
43.2887,-8.33549,15669,400
43.34895,-8.344914,15179,700
42.87444,-8.547332,15706,950
43.35782,-8.11548,15617,900
42.8758,-8.548655,15701,750
43.35655,-8.398611,15006,700
43.34586,-8.397643,15009,1100
42.92999,-8.15803,15819,450
43.68651,-7.84787,15332,350
43.35571,-8.343849,15178,600
43.33782,-8.23252,15167,590
43.35215,-8.256394,15160,550
43.45617,-8.25323,15620,350
42.56708,-8.98821,15960,400
43.50045,-8.226314,15405,450
42.88321,-8.529303,15707,700
43.44831,-7.859034,15320,375
42.63969,-8.880581,15938,1700
42.86226,-8.568151,15899,650
42.87044,-8.55365,15706,1200
42.87156,-8.547644,15701,800
43.49688,-8.20572,15570,410
42.87142,-8.552517,15706,1000
43.38075,-8.404552,15002,925
43.36332,-8.40873,15004,850
42.875,-8.546175,15701,750
43.35711,-8.25272,15160,400
43.31482,-8.49962,15142,900
43.34151,-8.38746,15006,800
43.36987,-8.394381,15001,450
43.33035,-8.372146,15179,550
43.48039,-8.243079,15402,420
43.37692,-8.401937,15002,750
43.48191,-8.233044,15402,500
43.50248,-8.202134,15572,450
43.48477,-8.231702,15402,500
43.34738,-8.397032,15009,750
43.37024,-8.400261,15003,1400
42.86537,-8.543729,15702,650
43.48722,-8.233109,15402,600
42.87144,-8.546451,15701,1200
43.34594,-8.398051,15009,550
43.36471,-8.40621,15004,700
43.36613,-8.405187,15004,2000
42.88426,-8.528969,15707,600
43.50594,-8.185636,15572,450
43.34874,-8.253737,15160,400
42.86954,-8.558678,15706,900
43.27557,-8.208823,15300,500
43.30425,-8.50747,15142,510
43.36846,-8.404278,15003,1250
42.95367,-9.19226,15270,350
43.36464,-8.413951,15004,650
43.34626,-8.207346,15630,561
43.34642,-8.447381,15140,380
43.35497,-8.411989,15007,540
43.3706,-8.39758,15001,550
42.86814,-8.538013,15702,580
43.49205,-8.220415,15403,550
43.35915,-8.403961,15006,980
42.87122,-8.5483,15700,450
43.5287,-8.17716,15572,350
43.42908,-8.24383,15624,385
43.34993,-8.34336,15179,550
42.78247,-8.885859,15200,340
42.5949,-8.945866,15949,340
43.35086,-8.39193,15009,700
43.4824,-8.229341,15403,800
43.37095,-8.393545,15001,900
42.75322,-8.949258,15999,1000
43.48079,-8.240227,15401,450
42.79088,-9.06088,15259,600
43.36513,-8.420177,15011,780
43.3638,-8.410195,15004,1450
43.36947,-8.391249,15001,850
43.34204,-8.406559,15009,750
42.87578,-8.5494,15701,1100
43.66247,-8.052412,15350,270
43.60334,-8.135302,15552,1500
43.73891,-7.871953,15360,1950
42.87203,-8.54997,15701,975
43.35083,-8.391657,15009,550
43.35294,-8.412454,15007,880
43.33255,-8.37607,15172,680
43.37477,-8.397116,15001,600
43.29472,-8.347086,15660,615
43.37956,-8.40289,15002,525
42.87912,-8.542597,15704,600
42.87906,-8.542654,15704,550
43.36102,-8.40662,15005,590
43.35437,-8.39869,15009,550
43.36413,-8.411987,15005,700
43.36401,-8.406935,15005,800
43.36377,-8.410741,15005,775
43.36234,-8.41154,15003,695
43.32195,-8.809384,15113,300
43.35389,-8.41194,15007,500
42.9406,-9.19124,15130,300
42.60299,-8.937713,15949,300
43.3567,-8.398399,15006,700
43.48496,-8.23096,15402,500
42.84316,-8.54473,15894,450
43.36632,-8.40539,15004,2000
43.36897,-8.404322,15003,1400
43.36881,-8.404292,15003,1100
42.87341,-8.545791,15701,1200
43.2187,-8.6886,15100,400
43.33654,-8.391149,15009,780
43.35656,-8.405233,15006,645
42.95096,-9.191744,15270,240
43.34772,-8.406482,15008,1200
42.87453,-8.5501,15701,1200
42.8853,-8.544147,15704,320
42.88264,-8.541088,15704,560
42.87027,-8.558129,15706,500
43.37408,-8.398262,15002,700
42.85901,-8.65669,15220,450
42.89294,-8.543002,15704,850
43.36179,-8.416336,15010,550
42.5626,-8.99258,15960,350
42.89506,-8.547169,15705,420
43.35399,-8.213761,15630,350
42.83397,-8.546154,15894,400
42.8705,-8.558234,15706,500
42.8915,-8.537186,15705,500
43.36506,-8.413249,15004,1600
42.90194,-8.546443,15705,400
42.86564,-8.553339,15706,650
42.88292,-8.541042,15704,560
43.35586,-8.41199,15001,700
43.35416,-8.407939,15007,550
43.35165,-8.256399,15160,350
43.3469,-8.20543,15630,490
43.34573,-8.207764,15630,626
43.37225,-8.39749,15001,550
43.49742,-8.200733,15570,500
42.87279,-8.543488,15702,1100
43.33643,-8.375268,15172,550
42.95594,-9.18621,15270,400
43.48293,-8.23779,15315,500
43.38815,-8.30488,15177,450
43.37136,-8.391521,15001,600
43.38137,-8.402336,15002,650
43.4925,-8.222204,15404,600
43.48287,-8.239106,15401,500
43.48769,-8.219744,15404,550
43.38141,-8.4002,15002,600
43.35653,-8.405328,15006,645
43.48751,-8.209911,15406,380
42.87684,-8.54432,15702,650
43.37856,-8.40541,15002,500
43.49217,-8.201655,15570,630
43.4971,-8.198147,15572,450
43.34914,-8.345032,15179,2400
43.21911,-8.686848,15100,400
43.37063,-8.39917,15001,1000
42.8738,-8.552708,15701,500
43.59658,-8.150907,15551,850
43.35461,-8.399112,15009,550
43.36514,-8.40613,15004,900
42.87076,-8.561831,15706,1200
43.21478,-8.69154,15100,390
43.28102,-8.21282,15300,750
43.47985,-8.24327,15315,400
43.35352,-8.41577,15007,750
43.3445,-8.251067,15160,400
43.48727,-8.217423,15404,425
43.49617,-8.203884,15570,450
43.32406,-8.23199,15165,1200
43.49348,-8.223961,15403,450
43.30519,-8.508903,15142,700
43.66366,-8.05301,15357,4500
43.3779,-8.403806,15002,650
42.95063,-9.20849,15270,300
43.34581,-8.397489,15009,865
43.31729,-8.35347,15679,550
43.54345,-8.26453,15594,450
43.5287,-8.17716,15572,350
43.24852,-8.584889,15145,480
43.486,-8.235773,15401,450
43.48388,-8.234984,15401,450
43.29456,-8.428267,15008,644
43.45417,-8.262467,15620,750
43.34927,-8.346739,15179,700
43.48404,-8.228949,15403,365
43.4839,-8.234634,15402,420
43.48841,-8.228801,15403,400
43.35494,-8.397104,15006,500
42.87314,-8.54847,15701,900
43.49587,-8.24661,15401,450
43.48645,-8.23385,15401,400
43.36152,-8.403671,15006,650
43.37885,-8.40351,15001,600
43.36782,-8.40951,15004,620
42.8747,-8.54698,15701,1100
43.54834,-8.03718,15562,300
43.36756,-8.40563,15001,650
42.87482,-8.55132,15700,900
42.9406,-9.19124,15130,350
42.5675,-8.986944,15960,400
43.42874,-8.24281,15624,500
42.78681,-8.88749,15200,350
43.37857,-8.402267,15002,500
43.37003,-8.391402,15001,1200
42.59643,-8.953279,15949,1000
43.3623,-8.42128,15010,600
43.37969,-8.397655,15002,900
43.35479,-8.263983,15160,1400
43.34235,-8.396442,15009,550
43.33018,-8.37306,15172,700
43.36632,-8.412414,15004,1100
43.47795,-8.207304,15406,400
43.48701,-8.213405,15406,400
43.49347,-8.231437,15405,450
43.35978,-8.403402,15006,900
43.35019,-8.389438,15006,625
42.86671,-8.555444,15706,760
43.36049,-8.417743,15010,600
43.35182,-8.416538,15007,700
43.31596,-8.36466,15670,525
43.35477,-8.39653,15006,400
43.35476,-8.396404,15006,500
42.63964,-8.903481,15930,300
43.35401,-8.395884,15009,580
43.35118,-8.396895,15009,675
43.37021,-8.392532,15001,700
43.48511,-8.235332,15401,375
42.87341,-8.549721,15702,800
43.37885,-8.40351,15002,650
43.48505,-8.206141,15406,650
43.48587,-8.239831,15401,490
42.84183,-8.58137,15895,500
43.10799,-9.217522,15124,300
43.3676,-8.404159,15003,1700
43.37059,-8.403881,15003,975
43.3745,-8.402316,15002,1500
43.36289,-8.250602,15160,1900
43.3713,-8.397695,15001,650
43.37065,-8.398472,15001,550
43.35187,-8.21176,15630,900
43.36405,-8.406717,15004,1000
43.37135,-8.403403,15003,550
43.48869,-8.21952,15315,500
43.3722,-8.397033,15001,750
43.35395,-8.403097,15006,750
43.36888,-8.401413,15003,1200
43.36194,-8.41421,15005,650
43.36397,-8.41252,15004,825
43.48522,-8.224171,15403,600
42.86731,-8.557202,15706,850
43.34774,-8.20343,15630,475
43.49098,-8.232437,15405,400
42.72493,-9.0054,15970,350
42.86511,-8.54463,15700,650
43.34447,-8.397597,15009,720
43.36765,-8.420552,15011,825
43.34625,-8.447485,15140,425
42.88043,-8.54804,15700,500
43.36178,-8.409498,15005,650
43.48774,-8.217163,15404,500
43.36395,-8.421109,15010,700
42.94364,-9.192425,15130,280
43.32678,-8.38301,15172,750
43.32983,-8.33583,15993,525
43.36538,-8.405043,15004,1700
43.48066,-8.244778,15401,650
43.35262,-8.398803,15006,550
43.49614,-8.21387,15315,450
43.33806,-8.37301,15172,700
43.37035,-8.404264,15003,1000
43.36986,-8.403688,15003,800
43.51635,-8.16046,15570,350
43.3658,-8.405982,15004,1400
43.3636,-8.41861,15010,650
42.87585,-8.545565,15701,1300
43.33907,-8.350957,15177,800
43.35409,-8.39301,15006,750
43.42964,-8.243444,15624,400
43.48602,-8.23583,15401,380
42.86953,-8.536216,15702,480
42.88524,-8.531885,15703,750
42.87466,-8.547205,15701,950
43.37072,-8.397319,15001,650
42.87329,-8.55061,15701,650
43.68672,-7.84873,15332,420
42.87312,-8.549688,15701,650
43.34799,-8.399083,15009,1000
42.88243,-8.540958,15704,500
43.21804,-8.186493,15380,350
42.91137,-8.02465,15809,550
43.36613,-8.405427,15004,795
43.34566,-8.207433,15630,626
43.49657,-8.202859,15570,450
43.36232,-8.411394,15174,1650
42.90369,-8.362856,15821,490
43.36256,-8.405756,15005,950
43.46203,-8.25323,15626,250
42.71421,-8.956031,15970,350
43.49612,-8.23431,15315,400
42.75627,-8.947667,15999,450
43.2483,-8.58144,15145,390
43.36601,-8.40804,15004,1250
42.87717,-8.5409,15700,650
