lat,lon,zipcode,price
38.5446,-0.1762136,3509,7000
38.08815,-0.9378148,3300,560
38.76514,0.20217,3738,2000
38.69194,0.1370832,3724,750
38.69304,-0.4729148,3801,400
38.35456,-0.4239341,3540,2000
38.60913,-0.03956912,3590,1100
38.0887,-0.6471279,3140,450
38.26847,-0.7015949,3201,650
37.94356,-0.7056735,3185,1650
38.26069,-0.7075958,3201,350
38.26545,-0.6968457,3203,1200
38.4741,-0.7853404,3600,430
38.87196,-0.02259945,3779,850
38.42962,-0.3970442,3560,650
38.39024,-0.4087883,3560,600
38.36107,-0.4226479,3540,1200
38.70018,-0.4790513,3803,600
38.24514,-0.5182278,3195,1100
38.60969,-0.04037331,3590,800
37.88768,-0.7598913,3005,900
38.34452,-0.4865478,3001,1300
38.53693,-0.1051656,3503,700
38.37639,-0.4180201,3540,800
38.38827,-0.4118856,3560,800
38.19045,-0.58593,3130,600
38.34846,-0.4904395,3004,1100
38.84637,0.009669326,3770,600
38.15219,-0.8026868,3158,980
38.5368,-0.1175162,3503,780
37.95189,-0.8049884,3193,2000
38.2674,-0.6943328,3202,750
38.07828,-0.94659,3300,380
38.53663,-0.8173717,3630,3900
38.5291,-0.17396,3570,700
38.63212,0.0009466076,3590,7000
38.09042,-0.6476077,3140,500
38.54082,-0.1061859,3503,750
38.28282,-0.5194669,3008,700
38.07959,-0.9483671,3369,1300
38.10986,-0.9049324,3370,425
38.52584,-0.1740511,3570,800
38.19522,-0.57087,3130,500
37.97716,-0.6846677,3189,600
38.82828,0.116755,3700,2800
38.08108,-0.949559,3300,450
38.69646,-0.4741652,3801,410
37.877,-0.7590695,3191,800
38.25285,-0.51859,3200,600
38.27942,-0.5221409,3008,1500
38.4616,-0.3720074,3560,1300
38.3082,-0.5239679,3008,940
38.38998,-0.4168015,3560,800
38.53788,-0.1228538,3503,650
38.42342,-0.3894303,3560,1200
38.59672,-0.0595188,3590,4000
38.48,-0.4179623,3111,3250
38.26908,-0.6974248,3202,950
38.40115,-0.4345152,3550,1200
38.41119,-0.3996501,3560,1000
38.36693,-0.4120051,3540,1200
38.53167,-0.1059986,3503,1500
38.18975,-0.5915657,3130,500
37.97565,-0.6896963,3185,1800
38.26801,-0.7061554,3201,600
38.5393,-0.1283066,3501,1625
38.60027,-0.1109913,3580,1850
37.98564,-0.6667905,3183,2400
38.28508,-0.6862324,3207,1500
38.53496,-0.1528158,3502,1700
38.24546,-0.7622244,3296,2000
38.82602,0.01837109,3760,650
38.43891,-0.8314043,3649,650
38.45859,-0.4878317,3015,950
38.54108,-0.5064025,3100,450
38.44296,-0.3760206,3560,1200
38.73667,0.0230474,3729,2750
38.74442,-0.4392324,3820,300
38.34455,-0.5118729,3007,650
38.57066,-0.2077804,3509,680
38.53988,-0.5079697,3100,350
38.3776,-0.4619407,3015,750
38.42937,-0.399683,3560,1300
38.19101,-0.5466976,3130,1900
38.59172,-0.1330278,3530,1690
38.39498,-0.4704413,3112,1600
38.38514,-0.4165019,3540,1100
38.69637,-0.4743603,3801,410
37.98503,-0.6606153,3183,700
38.40195,-0.4051367,3560,1300
38.34031,-0.4919722,3003,1100
37.917,-0.876161,3191,1700
37.91783,-0.8773119,3191,1700
37.92117,-0.7232328,3189,790
38.68874,0.1334187,3724,800
38.2452,-0.52009,3195,650
38.54624,-0.1340833,3502,4000
38.57178,-0.09472999,3580,630
38.19491,-0.5654177,3130,1000
38.1936,-0.5832905,3130,1650
38.26442,-0.6987522,3203,750
38.39421,-0.5199586,3690,950
38.36549,-0.4249157,3540,2500
38.36345,-0.4466556,3016,1200
38.69092,-0.4770242,3801,630
38.64904,0.07499455,3710,4500
38.7204,0.1607846,3726,700
38.34665,-0.500021,3005,800
37.92722,-0.7258626,3189,800
38.27972,-0.5234104,3008,2300
38.53035,-0.1625223,3502,7000
38.6329,0.004236369,3590,3500
38.5353,-0.1555953,3502,6000
38.52634,-0.1723355,3570,1200
38.26551,-0.6968496,3203,850
38.31196,-0.6938909,3207,1650
38.07868,-0.9439709,3300,550
38.70116,-0.4738326,3803,360
37.98001,-0.6658402,3183,450
38.26552,-0.6977505,3202,750
38.69517,-0.4726517,3801,240
38.36542,-0.4191753,3540,950
38.34257,-0.4958191,3007,750
38.38281,-0.4144003,3540,750
38.34338,-0.5017805,3006,675
38.37186,-0.4156651,3540,825
38.14202,-0.7651165,3150,500
38.62943,-0.03332,3599,3000
38.19289,-0.5506915,3130,1500
37.91524,-0.877211,3191,1700
38.15438,-0.7959297,3158,975
38.6308,-0.09695079,3599,1250
38.19045,-0.58593,3130,390
38.19398,-0.5687944,3130,600
38.5812,-0.07344,3580,630
38.77085,0.1948789,3730,950
38.74806,0.2073654,3738,4000
38.24024,-0.5310861,3130,750
38.3696,-0.4955419,3010,840
38.37043,-0.4182478,3540,800
38.2695,-0.5440189,3195,1800
38.55281,-0.1785948,3509,4100
38.19354,-0.5837403,3130,4000
38.79424,0.1800889,3738,900
38.33971,-0.4992146,3007,1300
38.02223,-0.8346876,3310,450
38.38521,-0.724778,3670,750
38.0122,-0.6605844,3183,600
38.08397,-0.9475933,3300,500
38.34474,-0.4793305,3002,725
38.50892,-0.2310734,3570,3200
38.37685,-0.4159724,3560,900
38.19199,-0.5728353,3130,1200
38.6948,-0.4745223,3800,420
38.23732,-0.5206475,3195,600
38.20774,-0.56637,3130,1500
38.54439,-0.1744487,3509,6000
38.63212,-0.03619006,3590,2600
37.98501,-0.6704361,3182,400
38.28249,-0.5230787,3008,650
38.67613,0.1077186,3720,6000
38.52588,-0.6002092,3109,1100
38.42901,-0.3972823,3560,5000
38.58783,-0.1314752,3530,900
38.39762,-0.4300533,3550,975
38.34547,-0.4864489,3001,1000
38.3744,-0.4135443,3540,800
38.38173,-0.4136226,3540,1250
38.54043,-0.1232545,3502,700
38.08815,-0.6476622,3140,1000
38.84843,0.1079693,3700,650
38.36445,-0.4414621,3016,1600
38.36424,-0.4226787,3540,800
38.28937,-0.6659222,3202,650
38.83764,0.1050549,3700,680
38.26379,-0.7028417,3201,420
38.0969,-0.6608526,3140,500
38.26947,-0.7041368,3206,650
38.1934,-0.5489831,3130,675
38.57669,-0.1346757,3530,1500
38.72119,0.1631693,3726,700
38.70247,0.1534765,3726,750
38.19104,-0.5880709,3130,2100
38.64104,-0.02437683,3599,3500
38.1027,-0.8508286,3369,425
38.19007,-0.5857952,3130,500
38.69379,-0.4732277,3801,280
37.92544,-0.7427713,3300,650
38.69595,-0.4721159,3801,550
38.43603,-0.3976509,3560,850
38.4743,-0.7939634,3600,650
38.19183,-0.5760205,3130,1000
38.19037,-0.5298077,3130,1400
37.98227,-0.6639073,3182,2500
38.6001,-0.05076487,3590,1000
38.22532,-0.7954992,3339,700
38.01493,-0.6593643,3183,2800
38.60063,-0.05052573,3509,1350
38.63181,0.000967829,3590,1200
38.85334,0.05679412,3700,800
38.5535,-0.1780894,3509,4100
38.35466,-0.4230056,3540,2000
38.7659,0.1829437,3738,2500
38.13816,-0.8115762,3158,1300
38.24607,-0.5187283,3195,700
38.70391,-0.4750196,3803,350
38.38277,-0.7679994,3660,300
38.67969,0.1169217,3724,900
38.1928,-0.5499678,3130,2000
38.25482,-0.7218189,3293,1500
38.6454,0.04144,3710,890
38.34109,-0.4898256,3003,1350
38.66334,0.06957037,3710,3000
38.61364,-0.03351219,3590,1200
38.69921,0.1399591,3724,850
38.76025,0.1887823,3730,2500
38.57729,-0.06415323,3581,850
38.34375,-0.4821887,3002,2050
38.54554,-0.1241929,3502,550
38.69625,-0.4734995,3801,240
38.69701,-0.4757822,3801,410
38.79216,0.1763616,3730,900
38.08431,-0.6495882,3140,650
38.34932,-0.4825275,3002,1300
38.2508,-0.6341707,3203,1500
38.27827,-0.5185782,3008,1500
38.769,0.1917305,3738,805
38.50129,-0.2419604,3509,589
38.36048,-0.4145748,3540,3600
38.54205,-0.1172669,3503,650
38.63754,-0.004135603,3599,5000
38.25305,-0.6346055,3203,1700
38.84435,0.1028443,3700,3500
38.53668,-0.1117276,3503,700
38.74477,-0.4376577,3820,300
38.74576,-0.4394747,3820,300
38.27448,-0.60529,3290,1500
38.7883,0.1789043,3730,650
38.86002,0.03451461,3700,500
38.59969,-0.05182366,3590,1350
37.87859,-0.757041,3191,1050
38.34475,-0.7719507,3680,550
38.09653,-0.6543657,3140,450
38.86671,0.005394825,3700,4000
38.57771,-0.146487,3530,1400
38.15747,-0.802134,3158,1800
38.06048,-0.6584484,3149,1400
38.82291,0.1178944,3700,3000
38.79943,0.1634323,3730,1534
38.78493,0.184696,3730,1200
38.75233,0.1986439,3730,1750
38.26669,-0.6945512,3177,500
38.25999,-0.670363,3290,3000
37.92184,-0.73555,3189,1300
38.06474,-0.7264289,3170,5600
37.88988,-0.758535,3191,1100
38.08691,-0.6493193,3140,550
38.09546,-0.6633319,3140,450
38.26214,-0.7635447,3008,1500
38.61319,-0.1289469,3530,650
38.67708,0.061372,3710,3000
38.7546,0.20869,3739,3000
38.02665,-0.6532246,3188,600
37.97631,-0.6725176,3182,500
37.90486,-0.7577703,3189,400
38.23849,-0.5302867,3130,750
37.90355,-0.7442184,3189,500
38.76447,0.1830986,3730,2500
38.34387,-0.4905627,3003,1450
38.3667,-0.4772887,3015,1050
38.69699,-0.4860955,3800,300
38.11039,-0.7924803,3160,425
38.82096,0.1354645,3700,3500
38.54082,-0.114415,3502,700
38.23329,-0.5199243,3130,650
38.355,-0.4791293,3001,750
38.5366,-0.1034143,3501,650
38.61638,-0.03312343,3580,1100
38.63935,-0.01814,3599,7500
38.54147,-0.1195587,3500,620
38.39141,-0.4135163,3560,1800
38.59994,-0.1090714,3580,1850
38.33991,-0.491701,3008,925
38.36178,-0.473713,3013,800
38.34209,-0.4944143,3003,1100
38.39833,-0.4095109,3560,1500
38.53477,-0.1603227,3502,750
38.70656,0.06328876,3720,4400
38.59489,-0.6708297,3420,1000
38.63196,0.00077,3599,4000
38.06194,-0.864308,3310,450
38.19382,-0.5560142,3130,900
38.53323,-0.1071038,3503,600
38.52589,-0.1700753,3570,1600
38.42942,-0.3994726,3560,1000
38.36824,-0.41501,3540,1500
37.91732,-0.7418403,3189,700
38.79025,0.1657388,3730,750
38.70171,-0.4761786,3803,350
38.19224,-0.5870091,3130,1000
38.38539,-0.4092009,3540,1200
38.53818,-0.1292882,3501,1600
38.64786,0.04189716,3710,1100
37.86671,-0.7638337,3191,2200
38.2348,-0.5263799,3130,2000
38.6343,-0.86529,3400,499
38.75972,0.1975486,3739,1500
37.92306,-0.7430564,3189,600
38.53696,-0.101444,3503,650
38.78265,0.1828012,3730,1000
38.77977,0.154677,3730,1500
38.59996,-0.05342128,3599,4000
38.31078,-0.69206,3207,650
38.70181,0.157544,3726,1750
38.35465,-0.421665,3540,1900
37.92302,-0.7569833,3300,450
38.63305,-0.03042,3599,2600
38.43044,-0.3983624,3560,750
38.22804,-0.5270622,3130,600
37.97948,-0.6884708,3181,450
38.07983,-0.9460332,3300,650
38.64684,0.06183783,3710,600
38.53793,-0.1020874,3503,650
38.71345,0.04549725,3720,400
38.38373,-0.42272,3540,1300
38.34941,-0.4876648,3004,550
38.34907,-0.4876088,3004,600
38.39533,-0.43218,3550,600
38.54084,-0.1203616,3500,650
38.37509,-0.4186129,3540,950
38.5079,-0.22959,3570,550
38.54329,-0.09724775,3500,700
38.07459,-0.7349141,3178,1000
38.26737,-0.70167,3201,800
38.70151,0.144265,3724,2700
38.44366,-0.44214,3110,2800
38.82568,0.09647,3700,650
38.82699,0.0943495,3700,1800
37.88863,-0.7671972,3191,1200
38.84467,-0.31144,3860,550
38.50118,-0.36432,3569,1500
38.3962,-0.4265597,3550,1500
38.8727,-0.01814,3779,900
38.40078,-0.4057071,3560,2900
38.38999,-0.52017,3690,940
38.69323,-0.47505,3801,630
38.69725,-0.486864,3802,500
38.10756,-0.7905232,3160,650
38.36248,-0.41503,3540,3500
38.70256,-0.4795886,3803,600
37.89709,-0.7615309,3189,650
38.47706,-0.7899605,3600,550
37.99354,-0.6959543,3184,550
38.36354,-0.44417,3016,1200
37.97675,-0.6666002,3182,500
38.19185,-0.5876958,3130,1000
38.2283,-0.52538,3130,650
38.23932,-0.5354193,3130,850
38.74758,0.19132,3739,2700
38.74821,0.18832,3739,3700
37.903,-0.7628556,3192,500
38.29296,-0.5884187,3320,1200
38.3441,-0.48043,3001,650
38.27673,-0.67814,3200,750
38.37996,-0.4286437,3540,1300
38.22549,-0.52128,3130,600
38.40065,-0.5231285,3690,975
38.69172,0.1273178,3724,1500
38.67456,0.05728,3710,1800
38.26477,-0.6986413,3203,800
38.79246,0.1764491,3730,750
38.38831,-0.77688,3660,700
38.53221,-0.1058988,3503,2000
38.59653,-0.6694979,3420,500
38.35617,-0.4136045,3540,9000
38.24994,-0.6344022,3203,1400
38.63288,0.003013716,3599,4400
38.811,0.04532,3750,1800
37.90276,-0.75478,3189,6600
38.08173,-0.9448702,3300,560
38.41502,-0.56246,3699,2600
38.66533,0.08574,3720,2300
38.64409,0.04144,3710,2400
38.26706,-0.70498,3200,500
38.35418,-0.4880632,3540,1600
38.27076,-0.70605,3200,550
37.94737,-0.7315,3300,650
38.53311,-0.1629297,3502,3000
38.08234,-0.94701,3300,550
38.39647,-0.4364,3550,700
38.4832,-0.78171,3610,600
38.69432,-0.47657,3800,267
38.19106,-0.5849259,3130,600
38.40098,-0.465639,3110,1350
38.69991,-0.4808111,3803,700
38.53433,-0.8193308,3630,1500
38.35001,-0.48554,3004,1250
38.56836,-0.2095849,3509,6000
38.38728,-0.51091,3690,700
38.74125,-0.00941,3727,600
38.26628,-0.6046228,3320,2800
38.61585,-0.12498,3530,900
38.23936,-0.541246,3130,800
38.40752,-0.94995,3649,400
37.94049,-0.7553188,3189,1000
38.73598,-0.3407884,3812,700
38.60439,-0.04308568,3590,5000
38.55243,-0.1798825,3509,1200
38.26599,-0.6981823,3203,850
38.8591,0.05710008,3700,7800
38.74103,-0.01164,3727,600
38.40255,-0.4298,3550,600
38.32484,-0.6851437,3290,1500
38.2483,-0.681647,3290,2500
38.47669,-0.78969,3600,550
37.86539,-0.7869971,3190,2850
38.19229,-0.57859,3130,800
37.92452,-0.7569,3300,650
38.30355,-0.6800894,3207,1700
38.34729,-0.76903,3680,550
38.29544,-0.5871966,3320,2500
38.25407,-0.6860661,3203,3000
38.63618,-0.004322322,3599,5000
38.63627,-0.004419957,3599,5000
38.50067,-0.36402,3569,900
38.28361,-0.5221935,3008,650
38.2666,-0.6954073,3202,800
38.63326,-0.001019088,3599,1000
38.35945,-0.4773651,3013,575
37.93576,-0.7350188,3189,650
38.34786,-0.49193,3001,800
38.19148,-0.58863,3130,1000
38.4446,-0.37909,3560,650
38.82789,0.11555,3700,2700
38.63936,-0.01707,3590,3500
38.09752,-0.8623,3300,550
37.86652,-0.77982,3190,450
38.26805,-0.7115215,3205,420
38.27715,-0.7115791,3206,500
38.36072,-0.4205519,3540,2800
38.8848,-0.03702,3779,1200
38.60225,-0.04840408,3590,1800
37.97741,-0.6837156,3181,5500
38.4743,-0.7939634,3600,590
38.08672,-0.942132,3300,700
38.69275,0.09713,3720,1100
38.3392,-0.49195,3001,1400
38.26799,-0.6770306,3203,870
38.53878,-0.12951,3501,900
38.34975,-0.484907,3004,800
38.10163,-0.65567,3140,600
38.64435,0.04852,3710,950
37.987,-0.6685,3180,500
37.98515,-0.67892,3180,650
38.35512,-0.42245,3001,2000
38.27715,-0.71158,3200,500
38.2038,-0.576493,3130,2700
38.64283,-0.03634,3599,2990
38.8384,-0.12051,3780,900
38.26419,-0.70108,3200,700
38.20853,-0.8160967,3339,450
38.42344,-0.3941704,3560,800
38.39992,-0.5221086,3690,975
38.34315,-0.4891579,3004,900
38.26537,-0.69585,3203,815
38.63456,-0.86843,3400,475
38.54765,-0.178172,3509,3900
38.06378,-0.86706,3310,450
38.69675,-0.47405,3801,350
38.63531,-0.04637124,3599,3000
38.691,-0.47492,3800,450
38.05895,-0.92106,3300,400
38.06714,-0.70136,3170,1200
38.67594,-0.1989,3517,950
38.78145,-0.4440583,3830,600
38.10941,-0.78739,3160,450
38.69838,-0.47341,3800,480
38.69677,-0.4758726,3801,760
38.63516,0.005503325,3599,1500
38.35994,-0.49492,3009,700
38.33891,-1.00502,3668,400
38.604,-0.04605485,3590,750
38.60504,-0.04348471,3590,900
38.25592,-0.52103,3195,425
38.54962,-0.1847178,3509,3900
38.25054,-0.81411,3330,550
38.54345,-0.1006875,3503,3000
38.70256,-0.47959,3800,475
38.6959,-0.47479,3800,410
38.34335,-0.4927277,3003,1500
38.28191,-0.5739004,3139,1500
38.62947,-0.56452,3440,450
38.19288,-0.54801,3130,1800
38.22063,-0.7898,3339,700
38.19127,-0.55912,3130,790
38.18703,-0.8862883,3340,3000
38.5382,-0.1299688,3501,1600
38.26782,-0.7079197,3205,700
38.78356,0.18454,3738,700
37.87506,-0.75481,3191,450
38.34947,-0.4867944,3004,1350
38.26456,-0.6961396,3203,1500
38.79418,0.1610841,3730,3000
38.53798,-0.1280291,3501,1500
38.35532,-0.4223817,3540,2000
38.85483,0.05637751,3700,850
38.54904,-0.1756238,3509,3000
38.65269,-0.1223916,3510,1500
38.36121,-0.5057288,3005,800
38.38377,-0.4521787,3016,4399
38.78476,0.1757486,3738,1000
38.65252,0.05789978,3710,4000
38.19599,-0.57407,3130,590
38.81311,-0.40789,3840,550
38.42454,-0.3945417,3560,700
38.33282,-0.50859,3001,850
38.71558,0.0469,3720,800
37.96208,-0.7266369,3186,7000
38.74271,0.00524,3729,950
38.826,0.096861,3700,4000
38.35537,-0.4246021,3540,2700
38.66624,0.0626314,3710,4000
38.39446,-0.519417,3690,950
38.76289,0.1829172,3730,2500
38.6016,-0.1103657,3580,1850
38.27089,-0.709062,3205,950
38.37999,-0.41241,3540,1700
38.53568,-0.11848,3503,850
38.26552,-0.7039391,3201,750
38.36782,-0.4253775,3540,1000
38.54279,-0.1339647,3502,700
37.86611,-0.76316,3191,500
38.34772,-0.4871791,3004,1350
38.21067,-0.6839733,3294,500
38.82721,0.1422478,3700,2500
38.87891,-0.02813,3700,550
38.64678,-0.86931,3400,600
38.64483,-0.05833712,3590,4500
38.35495,-0.51064,3001,910
38.27005,-0.6846285,3202,290
38.26608,-0.7022821,3201,800
38.3551,-0.42311,3540,2000
38.50583,-0.3656263,3569,1500
38.34254,-0.493655,3003,850
38.34471,-0.4883121,3001,800
38.67609,0.09811,3720,2450
38.38701,-0.7661291,3660,500
38.5403,-0.1288308,3501,1625
38.27011,-0.6802493,3203,600
38.35938,-0.67362,3679,600
38.26588,-0.6980812,3202,650
38.53756,-0.1430061,3502,2500
38.23911,-0.52845,3130,800
38.39544,-0.5142784,3690,1000
37.97589,-0.6797,3181,700
38.55302,-0.1793698,3509,4100
38.34617,-0.4909848,3005,1200
38.27338,-0.715035,3205,520
38.26868,-0.7013677,3201,850
38.75177,0.2176204,3738,3000
38.35126,-0.48733,3001,675
38.08169,-0.9437662,3300,500
38.8589,0.04718,3700,4000
38.54805,-0.09416946,3503,3000
38.65456,0.0538997,3710,2800
38.19237,-0.5632158,3130,1250
38.84071,0.1094022,3700,700
38.53075,-0.8168252,3630,1200
38.49987,-0.59891,3109,550
38.70867,-0.4646467,3804,590
38.26869,-0.7015452,3201,899
38.36351,-0.44313,3001,1300
38.54362,-0.5086656,3100,350
37.92452,-0.7568999,3189,650
38.64424,-0.05468791,3599,7000
38.50074,-0.36404,3569,400
38.08566,-0.65142,3140,1200
38.57839,-0.09793758,3580,1900
38.27299,-0.713468,3205,525
38.68815,0.1308329,3724,1950
38.47516,-0.8008849,3600,500
38.56083,-0.07788531,3581,2500
38.2283,-0.5253795,3130,550
38.64782,0.04016984,3710,3800
38.61214,-0.1102261,3530,3000
38.5801,-0.1276601,3530,3000
38.33862,-0.4923621,3003,6000
38.25769,-0.6680954,3203,3000
38.13356,-0.7023402,3177,4500
38.2683,-0.7101182,3205,500
38.63836,-0.007270175,3590,7000
38.63384,-0.00624138,3590,5500
38.69749,-0.4753545,3801,1000
38.49749,-0.3620158,3569,1500
38.63223,0.006315226,3590,1800
38.71731,0.05250628,3450,4500
38.63128,-0.7664651,3410,625
38.02734,-0.6515088,3188,500
38.23824,-0.5361544,3130,1100
38.37316,-0.4875651,3001,900
38.63237,0.001238712,3599,4400
38.27071,-0.7104126,3205,500
38.16673,-0.8011314,3158,400
38.27874,-0.60754,3200,1500
38.36262,-0.4467622,3016,2250
38.24124,-0.69743,3293,3000
38.53148,-0.1695586,3509,2500
38.50896,-0.2274769,3570,750
38.04282,-0.916316,3300,3500
37.89012,-0.752098,3189,800
38.60852,-0.03934074,3590,2500
38.69676,-0.4739215,3801,190
38.194,-0.5755133,3130,1000
38.69225,-0.4748848,3801,175
38.69584,-0.4761882,3801,400
38.06971,-0.7192515,3170,3950
38.06573,-0.9692801,3312,450
38.7176,0.1470464,3726,2200
38.44255,-0.3768,3560,1500
38.08855,-0.9509122,3300,600
38.35354,-0.4225988,3540,2000
38.27335,-0.6852109,3202,600
38.69964,-0.4863932,3800,400
38.42929,-0.3909237,3560,850
38.24725,-0.8038042,3330,350
38.31562,-0.520081,3008,900
38.08174,-0.9436457,3300,550
38.27105,-0.7056189,3206,550
38.79698,0.1829735,3730,1150
38.34587,-0.4794697,3001,1000
38.46762,-0.5111668,3115,9500
38.54929,-0.1773585,3509,6000
38.26592,-0.7279795,3296,3500
38.08515,-0.6525231,3140,1300
38.84101,0.1155146,3700,1800
38.34415,-0.7673174,3680,575
38.53537,-0.146706,3500,700
37.90144,-0.7627447,3187,5400
38.15657,-0.8092839,3158,500
38.13884,-0.7715229,3150,820
38.82197,0.00284425,3778,1600
38.39283,-0.518642,3690,950
38.34466,-0.4865777,3001,1500
38.23495,-0.6551654,3292,1900
38.35693,-0.4772986,3001,600
38.36786,-0.4337028,3540,900
38.46691,-0.7857504,3610,600
38.39585,-0.5226223,3690,850
38.69611,-0.4755704,3801,600
38.36747,-0.4781657,3015,780
37.92477,-0.7274292,3300,1900
38.07555,-0.8402942,3390,600
38.35107,-0.4802414,3013,750
38.63744,0.03504995,3710,3300
38.35358,-0.4238133,3540,2000
38.2283,-0.5253795,3130,575
38.8418,0.104731,3700,380
38.59599,-0.66861,3420,450
38.52949,-0.1010199,3503,650
38.213,-0.6832691,3294,490
38.6431,0.0564,3710,650
38.44214,-0.37748,3560,490
38.70082,-0.4776247,3803,390
38.27272,-0.7186249,3205,600
38.34467,-0.5019872,3006,650
38.42364,-0.3986,3560,450
38.35512,-0.47805,3013,675
38.37566,-0.413451,3540,850
38.26416,-0.6788692,3203,380
37.98467,-0.6804,3180,350
38.54463,-0.12182,3502,550
38.70089,-0.4833759,3803,350
38.35967,-0.4735496,3013,230
38.36061,-0.4743046,3013,230
38.35248,-0.4803353,3013,360
38.61032,-0.12726,3530,550
38.48121,-0.7914869,3600,400
38.3441,-0.48043,3001,525
38.6217,-0.57816,3440,350
38.85323,0.07804526,3700,500
38.53491,-0.10449,3500,550
38.56654,-0.15212,3500,650
38.84734,0.1004082,3700,400
38.39444,-0.4395306,3550,700
38.3831,-0.50217,3690,400
38.19148,-0.5828407,3130,330
37.98157,-0.67022,3180,420
38.54451,-0.12756,3500,550
38.27338,-0.6858954,3202,580
38.38509,-0.7306418,3670,500
38.53949,-0.1331583,3501,650
38.82784,0.1013684,3700,450
37.98248,-0.6658382,3181,440
38.8369,0.1090225,3700,650
38.38749,-0.4135385,3540,550
38.35668,-0.4578306,3016,318
38.19274,-0.56509,3130,360
38.27528,-0.7028581,3206,380
38.34647,-0.48126,3002,450
37.95718,-0.70572,3180,495
38.3616,-0.4796294,3004,650
38.76855,0.1935171,3730,700
38.36159,-0.4754539,3013,320
38.35836,-0.4730549,3013,600
38.08674,-0.7272833,3170,400
38.53616,-0.1010207,3503,600
38.34813,-0.4934104,3005,270
38.34673,-0.4958711,3005,195
38.25901,-0.703411,3204,520
38.76293,0.2010825,3738,600
38.35493,-0.488911,3004,450
38.54216,-0.1059672,3500,500
38.47461,-0.8021473,3600,600
38.84646,0.1054096,3700,550
38.70244,-0.4806558,3803,380
38.34618,-0.5102188,3006,700
38.34708,-0.47919,3001,600
38.2744,-0.70346,3200,520
38.26094,-0.70911,3204,450
38.11197,-0.79214,3160,330
38.08598,-0.64938,3140,375
38.35023,-0.4837941,3004,580
37.98516,-0.68278,3180,450
37.95314,-0.7282714,3189,1350
38.54827,-0.2037949,3509,2550
38.26484,-0.6985503,3203,800
38.35051,-0.48493,3004,800
38.44214,-0.37748,3560,490
37.97787,-0.6818697,3181,720
38.51168,-0.2207379,3570,850
37.97948,-0.6884708,3181,450
37.92184,-0.73555,3189,1300
38.02575,-0.65349,3188,950
38.09579,-0.6544406,3140,560
37.86545,-0.79182,3190,450
38.62401,-0.57526,3440,400
38.34079,-0.49037,3001,70
38.01938,-0.65598,3180,450
37.98176,-0.66726,3180,350
38.35659,-0.4834706,3012,540
38.67438,-0.20683,3516,400
38.27034,-0.68377,3202,200
37.93205,-0.726076,3189,750
38.35157,-0.4681316,3016,750
37.86489,-0.76389,3191,550
38.1936,-0.56867,3130,600
37.98214,-0.67104,3182,500
38.38152,-0.4122877,3540,1800
38.34001,-0.48826,3003,1500
38.25537,-0.70349,3200,600
38.3481,-0.4929491,3005,590
38.07934,-0.94753,3300,975
38.53803,-0.13549,3501,750
38.34901,-0.4968349,3005,750
38.6206,-0.12116,3530,600
38.62881,-0.04208,3599,675
38.37983,-0.412063,3540,1600
38.54391,-0.13434,3502,700
38.05112,-0.7372233,3176,800
38.3441,-0.48043,3001,700
38.38764,-0.42176,3550,800
38.3506,-0.48537,3001,1000
38.47543,-0.78696,3600,290
38.53521,-0.1053678,3503,750
38.19138,-0.56515,3130,360
38.24739,-0.81375,3330,200
37.98245,-0.67166,3182,495
38.01998,-0.65509,3188,450
38.08745,-0.79703,3169,550
38.40564,-0.40655,3560,1000
38.36264,-0.42584,3540,900
38.34387,-0.4911927,3003,900
38.34769,-0.4855417,3004,675
38.4293,-0.3978544,3560,700
38.23481,-0.5258703,3130,800
38.41006,-0.5164699,3690,650
38.37519,-0.4195082,3540,950
38.34431,-0.4818217,3002,1100
38.26349,-0.69941,3200,2000
38.26104,-0.66905,3200,650
38.35391,-0.4817807,3001,530
38.27113,-0.684467,32002,840
38.26348,-0.7076433,3200,200
38.24817,-0.52014,3195,600
38.3595,-0.4175549,3540,700
38.3596,-0.4174015,3540,700
38.35956,-0.4174952,3540,700
38.84055,-0.11345,3780,700
38.26931,-0.6856904,3202,400
38.53815,-0.1265199,3500,500
38.34606,-0.4971285,3005,260
38.32723,-0.5112709,3001,550
38.27748,-0.6709369,3200,920
38.40198,-0.4072388,3560,1000
38.64616,0.06277,3710,320
38.10938,-0.79634,3160,350
38.53754,-0.12798,3500,350
38.54246,-0.1338777,3500,600
38.82561,0.1158371,3700,1100
38.59755,-0.04993863,3590,850
37.90709,-0.745367,3189,800
38.54013,-0.1112666,3503,1200
38.42847,-0.3916308,3560,750
38.87768,-0.02963474,3779,600
37.88593,-0.7582248,3190,2300
38.87786,-0.03051101,3779,550
37.86557,-0.7638864,3190,3500
38.84485,0.1122791,3700,600
36.84163,-2.46095,4004,675
36.81902,-2.580375,4720,650
36.77368,-2.607749,4740,590
36.83863,-2.62143,4727,340
36.83863,-2.62143,4727,340
36.73329,-2.619932,4740,350
36.83474,-2.62292,4727,380
36.72312,-2.64068,4740,650
36.84514,-2.464848,4003,700
36.84818,-2.452336,4005,850
36.84255,-2.46319,4003,1200
36.84208,-2.464348,4003,850
36.83471,-2.30718,4131,500
36.8264,-2.446283,4007,650
36.79696,-2.58491,4740,3000
36.80072,-2.581177,4720,500
36.8264,-2.446283,4007,550
36.8264,-2.446283,4007,550
